"Track URI","Track Name","Artist URI(s)","Artist Name(s)","Album URI","Album Name","Album Artist URI(s)","Album Artist Name(s)","Album Release Date","Album Image URL","Disc Number","Track Number","Track Duration (ms)","Track Preview URL","Explicit","Popularity","ISRC","Added By","Added At"
"spotify:track:70LcF31zb1H0PyJoS1Sx1r","Creep","spotify:artist:4Z8W4fKeB5YxbusRsdQVPb","Radiohead","spotify:album:3gBVdu4a1MMJVMy6vwPEb8","Pablo Honey","spotify:artist:4Z8W4fKeB5YxbusRsdQVPb","Radiohead","1993-02-22","https://i.scdn.co/image/ab67616d0000b273df55e326ed144ab4f5cecf95","1","2","238640","https://p.scdn.co/mp3-preview/05060f1bff8a1369941bf8d880118bd496aa6fb6?cid=9950ac751e34487dbbe027c4fd7f8e99","true","82","GBAYE9200070","spotify:user:","1970-01-01T00:00:00Z"
"spotify:track:79jYT83v4bMOWEgwjQxSx2","Ae Dil Hai Mushkil Title Track (From ""Ae Dil Hai Mushkil"")","spotify:artist:1wRPtKGflJrBx9BmLsSwlU, spotify:artist:4YRxDV8wJFPHPTeXepOstw","Pritam, Arijit Singh","spotify:album:5G7pAy1rJRhSvzwPbPvMAo","Ae Dil Hai Mushkil Title Track (From ""Ae Dil Hai Mushkil"")","spotify:artist:1wRPtKGflJrBx9BmLsSwlU, spotify:artist:4YRxDV8wJFPHPTeXepOstw","Pritam, Arijit Singh","2016-10-26","https://i.scdn.co/image/ab67616d0000b273c8e96da2669b5d51ee36205a","1","1","269032","https://p.scdn.co/mp3-preview/f5423458119257f8ad427e843ff42d84ba9a5173?cid=9950ac751e34487dbbe027c4fd7f8e99","false","60","INS171602089","spotify:user:","1970-01-01T00:00:00Z"
"spotify:track:18qvuLTZqUHlSjNvXpq647","Ascended (Glitchtale) [Ascension] - Extended","spotify:artist:5lpp0CR1oFQarAADLooNjP","Amella","spotify:album:5MUuJaM7h0DzCaSiTb9fJg","Ascended (Glitchtale) [Ascension] [Extended]","spotify:artist:5lpp0CR1oFQarAADLooNjP","Amella","2020-05-01","https://i.scdn.co/image/ab67616d0000b27382f7523f2b02acfdccf7f7ea","1","1","413312","https://p.scdn.co/mp3-preview/9f8df320b4be0b027656028a30f4ac5a232d8c99?cid=9950ac751e34487dbbe027c4fd7f8e99","false","30","QZES72015789","spotify:user:","1970-01-01T00:00:00Z"
"spotify:track:0s6wwnnpoz9fomyzTQeF3y","Rivers in the Desert","spotify:artist:0cJfPyB4vPbO8qFtx0f3Ds, spotify:artist:6jDwZUFYUH1dC4xWzOd8QU, spotify:artist:2uvmxMc9siyCzqLovUXV9l","SixteenInMono, Caleb Hyles, Legendav","spotify:album:577vw04R3oiwYHSqleR9Ao","Rivers in the Desert","spotify:artist:0cJfPyB4vPbO8qFtx0f3Ds","SixteenInMono","2018-07-19","https://i.scdn.co/image/ab67616d0000b273f8bffd2e8cd97cb500dd3ba8","1","1","317538","https://p.scdn.co/mp3-preview/28c09786b01686e3ea6abd0d22e530c8a9ad0b7e?cid=9950ac751e34487dbbe027c4fd7f8e99","false","32","QZDA61885837","spotify:user:","1970-01-01T00:00:00Z"
"spotify:track:01sMddVPJO1tyhDIvpVwH3","M'envoler vers toi","spotify:artist:3i0ze0DA2CaTwiAbWGJqT2, spotify:artist:4RhnzuiXjOoEicrsfikEJW","Felicia Farerre, Phil Rey","spotify:album:0AET95Bro3VK8um3PmYccK","MMXVIII","spotify:artist:3i0ze0DA2CaTwiAbWGJqT2","Felicia Farerre","2019-01-07","https://i.scdn.co/image/ab67616d0000b2738398373ff7842caf9eef339a","1","2","307831","https://p.scdn.co/mp3-preview/8cfd9a0f51e50f86c4914e85fb68c4129e358649?cid=9950ac751e34487dbbe027c4fd7f8e99","false","37","QZ22B2047522","spotify:user:","1970-01-01T00:00:00Z"
"spotify:track:4Yp7oJDcBWo3tDr6Pl9teB","Your Call","spotify:artist:3eIDtyF3QaP6SIA3EExRPj","Gaby Grace","spotify:album:2lMsrMUpreDbH5NsSGLu2G","Heaven on Earth","spotify:artist:3eIDtyF3QaP6SIA3EExRPj","Gaby Grace","2021-11-26","https://i.scdn.co/image/ab67616d0000b27396ee6fc966b503b161ed0fab","1","2","379449","https://p.scdn.co/mp3-preview/11bcc005bea2271a490b5b032ab3d632ff944eb7?cid=9950ac751e34487dbbe027c4fd7f8e99","false","29","usl4q2130140","spotify:user:","1970-01-01T00:00:00Z"
"spotify:track:4uK94FTkIRJjDuqsRdgWWT","Dialga's Fight to the Finish","spotify:artist:2boudDTnAlzb00NFNXTkad","Kamex","spotify:album:5nfueO2Ke0rtlo8SzTYAZA","Dialga's Fight to the Finish","spotify:artist:2boudDTnAlzb00NFNXTkad","Kamex","2020-02-18","https://i.scdn.co/image/ab67616d0000b273dbfe8467fde6e7c83a098463","1","1","330003","https://p.scdn.co/mp3-preview/4fbec5b196337b3be5c17f92bd978f04fc91898b?cid=9950ac751e34487dbbe027c4fd7f8e99","false","20","QZFZ42042036","spotify:user:","1970-01-01T00:00:00Z"
"spotify:track:4xWs5kJHJcTROlQ7U4tZ6B","Libera Me From Hell","spotify:artist:6e5om7DQ5DkHx7rJ1kaMkj","L'Orchestre d'Anime de Montreal","spotify:album:3R5okQAzgPXIcWqsGscEqe","Volume I","spotify:artist:6e5om7DQ5DkHx7rJ1kaMkj","L'Orchestre d'Anime de Montreal","2021-03-01","https://i.scdn.co/image/ab67616d0000b2733e6eb2cc09f4f4d546252a26","1","11","273066","https://p.scdn.co/mp3-preview/660fbc1c16a15903d1802fbe022bfe4b35474f6e?cid=9950ac751e34487dbbe027c4fd7f8e99","false","31","QZFZ42197318","spotify:user:","1970-01-01T00:00:00Z"
"spotify:track:283GaUQHPxSc4uSnhwofNx","Weight of the World (From ""NieR: Automata"") [English Version]","spotify:artist:47SKKz21c5Zd3Fh8u8pMvP, spotify:artist:2NZnp4c69Xtca073hUOHq8","Lizz Robinett, Luke Thomas","spotify:album:6TxVJ3lwkBPx94ymvVHqHx","Benevolence","spotify:artist:47SKKz21c5Zd3Fh8u8pMvP","Lizz Robinett","2020-01-15","https://i.scdn.co/image/ab67616d0000b273a4a420ac37911f54a0da447f","1","11","341148","https://p.scdn.co/mp3-preview/bd6203701445aa960f98146cfc34fa33372b79d8?cid=9950ac751e34487dbbe027c4fd7f8e99","false","16","QZGWW2000458","spotify:user:","1970-01-01T00:00:00Z"
"spotify:track:1KcnYfMwFhbgbD2Wk6upxc","Reiwa","spotify:artist:3NTbOmzlj2cL86XFuDVFvZ, spotify:artist:45ft4DyTCEJfQwTBHXpdhM","MAN WITH A MISSION, milet","spotify:album:6CQWMBIlyZ86rUZxAoTHVT","MAN WITH A ""B-SIDES & COVERS"" MISSION","spotify:artist:3NTbOmzlj2cL86XFuDVFvZ","MAN WITH A MISSION","2011","https://i.scdn.co/image/ab67616d0000b2738510268fbb57817571fe0806","1","11","284026","https://p.scdn.co/mp3-preview/cdafa3d8881779883055d25a9797bb1e50290be5?cid=9950ac751e34487dbbe027c4fd7f8e99","false","37","JPU901902401","spotify:user:","1970-01-01T00:00:00Z"
"spotify:track:06PeinAja9yRQGxO2L549Z","ツキアカリ","spotify:artist:4dP04Y2d6esI6cwOiAozgg","Rie fu","spotify:album:1owJybKeeyOYAJaagb0UET","Tobira Album","spotify:artist:4dP04Y2d6esI6cwOiAozgg","Rie fu","2007-11-21","https://i.scdn.co/image/ab67616d0000b2733ddc61516a073e971602f533","1","3","268306","https://p.scdn.co/mp3-preview/71ea818956b926a9ec09ec0cab0345d6adb637fa?cid=9950ac751e34487dbbe027c4fd7f8e99","false","30","JPX800700101","spotify:user:","1970-01-01T00:00:00Z"
"spotify:track:2O7MDtip1E1NRLb38RSpZD","Child Song","spotify:artist:2F63dFx0pQppznarjuyflx, spotify:artist:4NTSJJtojdlEAj98it878w, spotify:artist:42kN90NtrkiUc6cdgu4NOW, spotify:artist:4zG9AWbdwEqp2pjrjDnYNV, spotify:artist:0gy9Sw1vcjwxbOOuXboKAB","Pierre Le Pape, Spencer Sotelo, Frédéric Leclercq, Dirk Verbeuren, Anne-Lise Durantel","spotify:album:4OppKnZRAm5lduKatdxB6n","Child Song","spotify:artist:2F63dFx0pQppznarjuyflx","Pierre Le Pape","2020-07-10","https://i.scdn.co/image/ab67616d0000b273cc94d922591ef456ceea85ac","1","1","295400","https://p.scdn.co/mp3-preview/6a3ba134a59d41229cab6963e741d8aea00aa271?cid=9950ac751e34487dbbe027c4fd7f8e99","false","39","FRX202045816","spotify:user:","1970-01-01T00:00:00Z"
"spotify:track:3d0lJHcX2GTMd1oMMQ2PjO","Deep Blue","spotify:artist:44HQ4cmv8MKMNHkPtXwZbQ, spotify:artist:2kOSMhYBzLt7xPtiAr7dlj","Marcus Warner, Kirsten Horne","spotify:album:0JLLKgplJ8EK7gfmVFCoP3","Deep Blue","spotify:artist:44HQ4cmv8MKMNHkPtXwZbQ","Marcus Warner","2020-03-08","https://i.scdn.co/image/ab67616d0000b273e38f8470271344bfc150f0fe","1","1","232003","https://p.scdn.co/mp3-preview/d702a81bf72bf7bdc44986c981d32f37850f58cc?cid=9950ac751e34487dbbe027c4fd7f8e99","false","31","uscgj2038840","spotify:user:","1970-01-01T00:00:00Z"
"spotify:track:18dWBsEdWdGA1MRPN95H1X","FLARE","spotify:artist:7CHOrOaEA09yNN1PLPlibc, spotify:artist:3TaoBigLDNClJ5pm7NBIRb","Void_Chords, LIO","spotify:album:7jzKRRK71xVB1BvWr9akZd","FLARE","spotify:artist:7CHOrOaEA09yNN1PLPlibc","Void_Chords","2019-07-24","https://i.scdn.co/image/ab67616d0000b27378239f748ae56e8002f182e0","1","1","274426","https://p.scdn.co/mp3-preview/bfdf2be63f402da34310402127798a95d6df9043?cid=9950ac751e34487dbbe027c4fd7f8e99","false","44","JPI101901085","spotify:user:","1970-01-01T00:00:00Z"
"spotify:track:2AwjkoFLa9GW6ZXwog3Npu","Imitation","spotify:artist:2syF1bzRIAsRI25sR3ee2H, spotify:artist:2zm17jSm0kQ4AWIdC0sR37","CDK, Shuriken255","spotify:album:13zNPn7aCeVF1HvlN6Y24r","Imitation","spotify:artist:2syF1bzRIAsRI25sR3ee2H, spotify:artist:2zm17jSm0kQ4AWIdC0sR37","CDK, Shuriken255","2020-02-28","https://i.scdn.co/image/ab67616d0000b273f88cd8633e3a34a9cee56e61","1","1","228889","https://p.scdn.co/mp3-preview/1cf544ea9f3bbf194b56b8e195814a8141e436a2?cid=9950ac751e34487dbbe027c4fd7f8e99","false","35","TCAEQ2097730","spotify:user:","1970-01-01T00:00:00Z"
"spotify:track:4uggqOhSODsfPN0JKbtSUL","SUPERNOVA","spotify:artist:373XSzgRHjl6imFLdGNlQm","From Fall to Spring","spotify:album:6WwxAuXCdZ7csKHwx0E3eZ","Supernova","spotify:artist:373XSzgRHjl6imFLdGNlQm","From Fall to Spring","2020-08-15","https://i.scdn.co/image/ab67616d0000b273ad4fc8284fe6cf8c442b1358","1","1","224000","https://p.scdn.co/mp3-preview/04439c1fbb3a467ea653d8e09201d81ccf70d656?cid=9950ac751e34487dbbe027c4fd7f8e99","false","38","TCAEZ2089428","spotify:user:","1970-01-01T00:00:00Z"
"spotify:track:4ciPYfxVC4irIDkvLo7eH2","Destiny Crucified","spotify:artist:1DHGS6S7X2lF4cgEa9ErqC","Shokran","spotify:album:3TobkUoWWzwZLKwYGeXJRs","Ethereal","spotify:artist:1DHGS6S7X2lF4cgEa9ErqC","Shokran","2019-02-08","https://i.scdn.co/image/ab67616d0000b2733f5da4404c1075985534f92e","1","10","281117","https://p.scdn.co/mp3-preview/c20ba4701d369c5e83e9fbd7db6e36eb810642e3?cid=9950ac751e34487dbbe027c4fd7f8e99","false","28","TCADZ1864697","spotify:user:","1970-01-01T00:00:00Z"
"spotify:track:6ykd3YXMOQIoe4RIxUdIv4","Blue","spotify:artist:5DoU3HuEcF6GTXe7CzYY7U","Jennifer Jess","spotify:album:1KhuXH8GfAYmenfbFxwRRB","Blue","spotify:artist:5DoU3HuEcF6GTXe7CzYY7U","Jennifer Jess","2019-08-23","https://i.scdn.co/image/ab67616d0000b273689d83978f47394e9160e5b4","1","1","198698","https://p.scdn.co/mp3-preview/4261d5bded9cca7ecb41def38751beffc0ecd81e?cid=9950ac751e34487dbbe027c4fd7f8e99","false","33","ushm81940013","spotify:user:","1970-01-01T00:00:00Z"
"spotify:track:77ddOZ1tTAhap6sDFHMPE0","True Strength (A One Punch Man Orchestration)","spotify:artist:3KWoJPuCAiuaPK3ytDxjur","Rush Garcia","spotify:album:58QoWLMIx5TLJVON97LJXB","Everything I Have, Vol.2","spotify:artist:3KWoJPuCAiuaPK3ytDxjur","Rush Garcia","2019-05-19","https://i.scdn.co/image/ab67616d0000b273599c9262a789dfd89d227abe","1","21","274016","https://p.scdn.co/mp3-preview/21992385f856449fb6ebb19993fd186cd3dafa18?cid=9950ac751e34487dbbe027c4fd7f8e99","false","28","TCAEG1912085","spotify:user:","1970-01-01T00:00:00Z"
"spotify:track:3fYMVtfD6mbDSNREPAl1pq","I'll Find a Way","spotify:artist:47mIJdHORyRerp4os813jD, spotify:artist:2ZLkrrjhoAzlDuxGZJSWB2","League of Legends, TELLE","spotify:album:4BI0o8MQXotNlNIzQl5fGC","Echoes of Light","spotify:artist:47mIJdHORyRerp4os813jD","League of Legends","2021-08-06","https://i.scdn.co/image/ab67616d0000b273be1dbd1feb1aead48c7f3a36","1","9","205529","https://p.scdn.co/mp3-preview/5668601c63d679743bb864ad7c2cd6db510911e7?cid=9950ac751e34487dbbe027c4fd7f8e99","false","44","QZH6S1900380","spotify:user:","1970-01-01T00:00:00Z"
"spotify:track:2K3wCwoO5yjlHuIatLfmtp","Direction","spotify:artist:34STuFHN2Pdd5mOu4bqa9G","Apnea","spotify:album:1eL6gTYYwzzYkV6FCIC0zn","ANAE-731","spotify:artist:34STuFHN2Pdd5mOu4bqa9G","Apnea","2017-07-31","https://i.scdn.co/image/ab67616d0000b273ad9e1e4fc8bb5ba9c28da1e9","1","1","244227","https://p.scdn.co/mp3-preview/715b14d26d9268d3f8b5749829f3134f773d1bd4?cid=9950ac751e34487dbbe027c4fd7f8e99","false","36","UK6821401756","spotify:user:","1970-01-01T00:00:00Z"
"spotify:track:3Ualx5c2XUkfGcvbxGykwA","Restless","spotify:artist:4gr7BXt3nNKEiWmdWXRuNK, spotify:artist:4dj24SyTs5oxqWmTuQE8hn","Pantherium, Arcane","spotify:album:60SoDcHFVg995WEKtLJev4","Restless","spotify:artist:4dj24SyTs5oxqWmTuQE8hn, spotify:artist:4gr7BXt3nNKEiWmdWXRuNK","Arcane, Pantherium","2020-11-13","https://i.scdn.co/image/ab67616d0000b2730e6c3a85f45b8e78722a9f72","1","1","187200","https://p.scdn.co/mp3-preview/8f14aae3797747fdbccc96125598bd8b4e4e3a19?cid=9950ac751e34487dbbe027c4fd7f8e99","false","37","UKXN21989447","spotify:user:","1970-01-01T00:00:00Z"
"Track URI","Track Name","Artist URI(s)","Artist Name(s)","Album URI","Album Name","Album Artist URI(s)","Album Artist Name(s)","Album Release Date","Album Image URL","Disc Number","Track Number","Track Duration (ms)","Track Preview URL","Explicit","Popularity","ISRC","Added By","Added At"
"spotify:track:4h9wh7iOZ0GGn8QVp4RAOB","I Ain't Worried","spotify:artist:5Pwc4xIPtQLFEnJriah9YJ","OneRepublic","spotify:album:04PEOM6kIEeq9lRp1asNP2","I Ain’t Worried (Music From The Motion Picture ""Top Gun: Maverick"")","spotify:artist:5Pwc4xIPtQLFEnJriah9YJ","OneRepublic","2022-05-13","https://i.scdn.co/image/ab67616d0000b273ec96e006b8bdfc582610ec13","1","1","148485","","false","91","USUM72206227","","2023-01-14T15:54:14Z"
"spotify:track:1MtqOE9Uy6SZjPnBi1X7pQ","Best Day Of My Life","spotify:artist:2txHhyCwHjUEpJjWrEyqyX","Tom Odell","spotify:album:1uwRGASmRNUTbd4KD3A6bw","Best Day of My Life","spotify:artist:2txHhyCwHjUEpJjWrEyqyX","Tom Odell","2022-10-28","https://i.scdn.co/image/ab67616d0000b27317659afd7e24868769c0ac9b","1","1","146895","https://p.scdn.co/mp3-preview/8de85cf380cc59ea7fb91f5babe39d95120f5108?cid=9950ac751e34487dbbe027c4fd7f8e99","true","68","QMUY42200008","","2023-01-08T18:10:54Z"
"spotify:track:1E6eBDvEvVMz3PIUIkWs1y","I Just Wanna Dance","spotify:artist:6VSMAVF00xwG8Adoqnbqy6, spotify:artist:3noOJBzljbPMoifF6wY12v","Rat City, Isak Heim","spotify:album:5qj8lJSGn2tNQUsDVEVMnK","I Just Wanna Dance","spotify:artist:6VSMAVF00xwG8Adoqnbqy6, spotify:artist:3noOJBzljbPMoifF6wY12v","Rat City, Isak Heim","2020-05-15","https://i.scdn.co/image/ab67616d0000b273c634a5ee4022b411e141fbb6","1","1","177631","https://p.scdn.co/mp3-preview/a822e2850b12cf4fbd682fc4dad08052aa8b34f9?cid=9950ac751e34487dbbe027c4fd7f8e99","false","34","NOAJR2000019","","2022-05-08T09:33:10Z"
"spotify:track:7DIH2EjA9mCdsVUegSniKm","Lotus - Reimagined","spotify:artist:7GqHmgqt4wkWHZr8fcc9P7","Windrunner","spotify:album:1kuEmvmxzeA45A9u7k8iwp","Lotus (Reimagined)","spotify:artist:7GqHmgqt4wkWHZr8fcc9P7","Windrunner","2019-07-26","https://i.scdn.co/image/ab67616d0000b2732e5b2ebb57dd286d0a0f0909","1","1","197082","https://p.scdn.co/mp3-preview/57b92f044ce517e4f051617934f21beff180e9b3?cid=9950ac751e34487dbbe027c4fd7f8e99","false","34","US7NV1900306","","2022-05-05T00:21:03Z"
"spotify:track:240XAisNEKriCHKjmqUhOT","Theater of the Dead","spotify:artist:520HRtk3c4y8WTKKywE4PY","Tulip","spotify:album:0HnIGhinaZsYcKjYovQxIL","High Strangeness","spotify:artist:520HRtk3c4y8WTKKywE4PY","Tulip","2020-04-04","https://i.scdn.co/image/ab67616d0000b273d2da9df6e116ec5fa3e5c463","1","6","265223","https://p.scdn.co/mp3-preview/2ce3953cb5c382ac6f98a0c375ab04cdc8e83bb8?cid=9950ac751e34487dbbe027c4fd7f8e99","false","33","uscgj2019296","","2022-05-05T00:04:53Z"
"spotify:track:1sd6q1pxV7wUtVYqtN6IJ9","I Am","spotify:artist:46OtpY1n8PieZ55v1gujZJ","Derek Joel","spotify:album:4IwinbSr7CBl7pvCBzcNDD","I Am","spotify:artist:46OtpY1n8PieZ55v1gujZJ","Derek Joel","2021-06-25","https://i.scdn.co/image/ab67616d0000b273f4697dae75f0705c828a22e6","1","1","220327","https://p.scdn.co/mp3-preview/7b8dd0c25eff115d29636bb94f1edb8673b50ade?cid=9950ac751e34487dbbe027c4fd7f8e99","false","29","QZHN82188061","","2022-05-04T04:26:34Z"
"spotify:track:2kRFrWaLWiKq48YYVdGcm8","Everything In Its Right Place","spotify:artist:4Z8W4fKeB5YxbusRsdQVPb","Radiohead","spotify:album:6GjwtEZcfenmOf6l18N7T7","Kid A","spotify:artist:4Z8W4fKeB5YxbusRsdQVPb","Radiohead","2000-10-02","https://i.scdn.co/image/ab67616d0000b2736c7112082b63beefffe40151","1","1","251426","https://p.scdn.co/mp3-preview/74e765ad6870f549347630ab3594997fd3d3ad4d?cid=9950ac751e34487dbbe027c4fd7f8e99","false","63","GBAYE0000810","","2022-04-27T02:16:53Z"
"spotify:track:0GONea6G2XdnHWjNZd6zt3","Summer Of '69","spotify:artist:3Z02hBLubJxuFJfhacLSDc","Bryan Adams","spotify:album:2o2G49EPi4lua5zgxUKhLL","Reckless (30th Anniversary / Deluxe Edition)","spotify:artist:3Z02hBLubJxuFJfhacLSDc","Bryan Adams","1984-11-05","https://i.scdn.co/image/ab67616d0000b273cf1fee2a55e98e22bf358512","1","6","216053","","false","79","USAM18490006","","2022-04-12T09:42:53Z"
"spotify:track:2Iw0l51tL8hKsuXiPlcgWO","Balenciaga","spotify:artist:17rcbJUtkjFBgMoczYSPK5","Paulz","spotify:album:42AidyPTYC44ljLDFy8mFW","Balenciaga","spotify:artist:17rcbJUtkjFBgMoczYSPK5","Paulz","2021-02-04","https://i.scdn.co/image/ab67616d0000b2733b90c212967eefb6e6d0d361","1","1","180568","","false","32","SE5BU2171288","","2022-03-20T18:45:05Z"
"spotify:track:2lzP5CLvqGvpz1zNJukSgD","Aisi Gehraiyaan Aisi Tanhaiyaan","spotify:artist:0XL6ie7a0NY5FM05b9Rn5L","Farhan Akhtar","spotify:album:6Baavsh6HfNka1IyvPrr24","Zindagi Na Milegi Dobara","spotify:artist:0L5GV6LN8SWWUWIdBbTLTZ","Shankar-Ehsaan-Loy","2011-06-06","https://i.scdn.co/image/ab67616d0000b2730acb5a72549287bf33b51b71","1","2","88978","https://p.scdn.co/mp3-preview/b7fc4541aee08970bd52259f1417d8c139ab03e5?cid=9950ac751e34487dbbe027c4fd7f8e99","false","53","INS181102655","","2022-03-05T18:35:06Z"
"spotify:track:2pyHuyerTOg6v0BMrJb8lL","Eye For An Eye","spotify:artist:1YznSk5tLLp9BnzuNgghrZ","8 Graves","spotify:album:19CCfcTfqpqWg2kHUMSEpZ","Red","spotify:artist:1YznSk5tLLp9BnzuNgghrZ","8 Graves","2020-09-18","https://i.scdn.co/image/ab67616d0000b273754d2c91ed163ec7db00e89c","1","3","205602","","false","0","GBKPL2007746","","2022-03-03T21:11:35Z"
"spotify:track:3NEuSQZbVmfQwRuDKol40Y","SPARK-AGAIN","spotify:artist:0bAsR2unSRpn6BQPEnNlZm","Aimer","spotify:album:3OBjI5LyxiWJZSEuBskBbG","SPARK-AGAIN","spotify:artist:0bAsR2unSRpn6BQPEnNlZm","Aimer","2020-09-09","https://i.scdn.co/image/ab67616d0000b27332a6df61fa5c878c6e2aa87b","1","1","244160","https://p.scdn.co/mp3-preview/4b0a8579f95fcd1da759edafa1d6b1db87f122ed?cid=9950ac751e34487dbbe027c4fd7f8e99","false","54","JPU902001603","","2022-02-21T19:46:53Z"
"spotify:track:0WaaPFt4Qy8sVfxKz43bCD","Re:Re:","spotify:artist:0MK8l3nURwwQIjafvXoJJt","ASIAN KUNG-FU GENERATION","spotify:album:56xQzwz8VKC3LOtvrI4g04","ソルファ","spotify:artist:0MK8l3nURwwQIjafvXoJJt","ASIAN KUNG-FU GENERATION","2004","https://i.scdn.co/image/ab67616d0000b27342b08c3ee667cbba84372739","1","8","228760","https://p.scdn.co/mp3-preview/26fe7fc5d95c3c015ef3ab02a9eea56356150d76?cid=9950ac751e34487dbbe027c4fd7f8e99","false","57","JPKS00401165","","2022-02-21T19:41:33Z"
"spotify:track:6KRc596UDGsJfrgEFvLGro","Blossom","spotify:artist:2PyT6zhFlnRTEIKZUHh5NO","Ben Walter","spotify:album:54rb64GRPKZnZdiJKG8Y0X","Blossom","spotify:artist:2PyT6zhFlnRTEIKZUHh5NO","Ben Walter","2021-04-05","https://i.scdn.co/image/ab67616d0000b2738cf7b49b7698dc687ba105cc","1","1","246461","https://p.scdn.co/mp3-preview/51ad96e772ef34ef40f20bf05d9ae066ae78c162?cid=9950ac751e34487dbbe027c4fd7f8e99","false","30","QZDA72131868","","2022-02-16T19:00:10Z"
"spotify:track:7hXFx8ue6LnP6sB8Zf7ik9","Sleep Forever","spotify:artist:7eLmjBYVvApof3usPlIIem, spotify:artist:1f8UNsnIHYgguJ6n7FDS9K, spotify:artist:3lwJ6CKvOHHhOuQDp4mwT2","Kris Sobanski, It Lives\, It Breathes, Kaiser Sensei","spotify:album:04qsLx0kaYy6a3L6agEVUg","Sleep Forever","spotify:artist:7eLmjBYVvApof3usPlIIem, spotify:artist:3lwJ6CKvOHHhOuQDp4mwT2, spotify:artist:1f8UNsnIHYgguJ6n7FDS9K","Kris Sobanski, Kaiser Sensei, It Lives\, It Breathes","2020-02-21","https://i.scdn.co/image/ab67616d0000b27368993d860d4639df3a0a0bd5","1","1","208900","https://p.scdn.co/mp3-preview/acba477d85f4a4c5cb9d3612a5dc78300096e927?cid=9950ac751e34487dbbe027c4fd7f8e99","false","34","uscgh2071196","","2022-02-02T19:22:32Z"
"spotify:track:2MvLw9BE5ndkvZLXJcb1oC","Last Theater","spotify:artist:4FDoIX0wLRiVnx5F5wXWl4","NoisyCell","spotify:album:4QNzoCBWkG62Im2z7vbxBo","Sources","spotify:artist:4FDoIX0wLRiVnx5F5wXWl4","NoisyCell","2015-07-01","https://i.scdn.co/image/ab67616d0000b273bea7756936e5ff83aab7c44b","1","6","367773","https://p.scdn.co/mp3-preview/087e1cb64de8c75911640d15f5fae76b1c7f3b61?cid=9950ac751e34487dbbe027c4fd7f8e99","false","39","JPVP01501901","","2022-01-30T03:01:27Z"
"spotify:track:6zoNHckACUOGj2bERXgmnw","MONSTER","spotify:artist:7rpKUJ0AnklJ8q9nIPVSpZ","Reol","spotify:album:1dFNEpa096XsgJ2r6pPdyJ","極彩色","spotify:artist:7rpKUJ0AnklJ8q9nIPVSpZ","Reol","2015-07-29","https://i.scdn.co/image/ab67616d0000b2734e284a106820b99e32349bbd","1","15","201933","https://p.scdn.co/mp3-preview/bec0446be0a86a8b6eaf46ab18349dcac9dfa12c?cid=9950ac751e34487dbbe027c4fd7f8e99","false","52","JPVI01522810","","2021-12-10T19:55:36Z"
"spotify:track:5YXXthKfGj3nY7oFihFGPY","Dreamer","spotify:artist:1EHmi4WPosxVGxBKaw32Ku","Brave the Royals","spotify:album:42FSW8FbAwfA2zJuSSwqnc","Abstraction","spotify:artist:1EHmi4WPosxVGxBKaw32Ku","Brave the Royals","2019-11-08","https://i.scdn.co/image/ab67616d0000b273f61170ecbbe7d2bb817143ff","1","2","217470","https://p.scdn.co/mp3-preview/dc3d39f8d49f91237433c611af261fcd79522e78?cid=9950ac751e34487dbbe027c4fd7f8e99","false","41","TCADZ1849972","","2021-11-07T20:02:57Z"
"spotify:track:74WgPmxkNoI9CdEHtX2XC7","Find Me","spotify:artist:3xNCp8cktZ1IGwRregR2yO","Aviators","spotify:album:7K6D79t5RR2I21W9gr4MLS","Aeterno: Rewind","spotify:artist:3xNCp8cktZ1IGwRregR2yO","Aviators","2019-08-30","https://i.scdn.co/image/ab67616d0000b27366f0bf20dd62fd8217a25978","1","2","319090","https://p.scdn.co/mp3-preview/638efa27d2756c22e56e387e8b7f1914b04577ff?cid=9950ac751e34487dbbe027c4fd7f8e99","false","30","TCAEK1934841","","2021-10-19T18:32:48Z"
"spotify:track:1HeIlJEvkLe3MPDoyxKtCm","Free Fall","spotify:artist:78xZnzJv3EXchCuz2QUejw","Jacob Hensley","spotify:album:68vfVa74sk9cwJJwzBBSDD","Free Fall","spotify:artist:78xZnzJv3EXchCuz2QUejw","Jacob Hensley","2017-03-31","https://i.scdn.co/image/ab67616d0000b273b5ee8b3a9ee883ce60a809d5","1","1","258008","https://p.scdn.co/mp3-preview/b34f9c1baa93a08d57fb1729f9c358b2d4a1d103?cid=9950ac751e34487dbbe027c4fd7f8e99","true","24","uscgj1763412","","2021-10-08T16:40:00Z"
"spotify:track:4HAsvpnppM4YIOAHpjANBM","Kingdom of Cards","spotify:artist:3Ri4H12KFyu98LMjSoij5V","Bad Omens","spotify:album:6lhfQyYPcupBJC2oICae7J","Finding God Before God Finds Me","spotify:artist:3Ri4H12KFyu98LMjSoij5V","Bad Omens","2019-08-02","https://i.scdn.co/image/ab67616d0000b2734e55060ba26f549d4bcd4c72","1","1","261600","","false","18","USYFZ1917801","","2021-10-08T16:37:03Z"
